name_with_abstract,category
BİLGİ TEKNOLOJİLERİ ALANINDA ANOMALİ TESPİT SİSTEMİ Bu buluş bilgi teknolojileri alarm izleme alanındaki alarmlar üzerinde geliştirilen bir yapay zeka teknolojisi ile servislerde meydana gelen anomalilerin tespit edilmesini sağlamak amacıyla geliştirilen bir sistem (1) ile ilgilidir. ,Yapay Zeka
KAYIT İŞLEMİ İÇİN İÇERİK ANALİZİNDE KULLANILAN BİR SİSTEM Bu buluş özellikle iş süreci yönetimi ve servis destek platformlarına gönderilen ve kayıt işlemine tabi tutulacak elektronik postaların doğal dil işleme ve yapay zeka yardımı ile kayıt öncesi dil ve süreç tespitlerinin yapıldığı ve ardından kayıtlarının oluşturulduğu bir sistem (1) ile ilgilidir. ,Yapay Zeka
BİR RAPORLAMA SİSTEMİ Bu buluş yapay zeka öğretileri ile desteklenmiş bir raporlama hizmeti sağlayan bir sistem (1) ile ilgilidir. ,Yapay Zeka
YAPAY ZEKA DESTEKLİ İNSANSIZ HAVA ARACI SİSTEMİ Buluş iletişimin sınırlı olduğu veya iletişimin hiç olmadığı durumlarda kullanılacak üzerindeki Raspberry Pi kullanılarak yapay zeka teknolojisi ile donatılması sayesinde bölge güvenliğini sağlayacak tanımlanmamış unsurların havadan anlık takibini ve imhasını yapacak bir yapay zeka destekli insansız hava aracı sistemi ile ilgilidir. ,Yapay Zeka
ECZANE ÜRÜNLERİ İÇİN TAKAS VE HEDİYELİ ÜRÜN PAZARLAMA SİSTEMİ Bu buluş eczanelerin stok bilgilerini eczane yönetim sisteminden (EYS) alabilen miadı yaklaşan stok fazlası ürünleri ve stok miktarı azalan ürünleri eczacılara bildiren eczacıların sahip olduğu ürünleri bir başka eczacı ile takas edebildiği yapay zeka kullanılması durumda kar oranını arttırmaya yönelik eczacılara çeşitli öneriler sunabilen satış sırasında eczacıların sisteme hediye ürün tanımlayabildiği eczane ürünleri için takas ve hediyeli ürün pazarlama sistemi ile ilgili olup özelliği veritabanına kayıtlı bilgiler ile sisteme giriş yapan eczacının arayüz modülü (1) üzerinden takas yapmak istediği ürün bilgilerini girdiği takas giriş modülü (2) ürün giriş modülü (2) ile takas yapmak istediği ürün bilgilerini giren eczacı diğer kullanıcılar tarafından takas teklifi verilmesini istediği ürünleri girdiği ve bu ürünlerin stok miad gibi kriterlerini belirttiği talep modülü (3) talep modülü (3) üzerinden takas yapmak istediği ürün kriterlerini belirten kullanıcının istekleri ile eşleşen eczacıların takas için talep gönderdikleri teklif verme modülü (4) kullanıcıların teklif verme modülü (4) üzerinden teklif veren eczacılardan uygun olanın teklifini kabul ettiği onay modülü (5) eczacılara veritabanına kaydettikleri ürün bilgileri veya eczane yönetim sisteminden (EYS) aldığı verilere istinaden miadı yaklaşan veya stok devir hızına göre azalan veya stok fazlası ürünlerin bildirildiği uyarı modülü (6) eczacının ürün satın almak istemesi durumda arama modülü (8) üzerinden aradığı ürünü girmesi sonucu diğer eczacıların talep ettiği ürünler ile uyumlu olanların eşleştirildiği ve kullanıcıya otomatik olarak uygun eczacıların tavsiye edildiği önerme modülü (7) ve eczacının belli adetteki ürün alımları için diğer eczacılara alımı yapılan ürün yanında hediye olarak göndereceğini ürünü belirttiği hediyeli ürün modülünden (9) oluşmasıdır. ,Yapay Zeka
BİR DOLAŞIM ANLAŞMASI ÖNEREN SİSTEM Bu buluş toptan satış uluslararası dolaşım anlaşmalarının otomasyonu ve anlaşma verimliliğini sağlayan ve yapay zeka yöntemlerinin kullanımı ile belirlenen iş kurallarına göre çeşitli roaming anlaşmaları öneren bir sistem (1) ile ilgilidir. ,Yapay Zeka
LOJİSTİK İÇİN YAPAY ZEKÂ TABANLI BİR SİSTEM Bu buluş web sitesi veya aplikasyon üzerinden çalışan internet üzerinden yapılan alışverişlerde siparişlerin daha kolay ve hızlı bir şekilde teslim edilmesini sağlayan bir sistem (1) ile ilgilidir. Buluş konusu sistemde (1) yapay zeka teknikleri kullanılarak dağıtım ve teslimat süreçlerinde optimizasyon sağlanmaktadır. Sistemin (1) gerçekleştirdiği bu optimizasyon sayesinde hizmet kalitesi ve müşteri memnuniyeti arttırılmaktadır. ,Yapay Zeka
SADECE MONOKÜLER KAMERA KULLANAN YAPAY ZEKA TABANLI GÖRSEL BİR DERİNLİK ALGILAMA EŞZAMANLI KONUMLANDIRMA VE HARİTALANDIRMA YÖNTEMİ VE SİSTEMİ Buluş yapay zeka (derin öğrenme) tabanlı bilgisayarlı görü kullanarak sadece monoküler kamera görüntüsünden semantik olarak derinlik algılama eşzamanlı konumlandırma ve haritalandırma yöntemi ve sistemi ile ilgilidir. ,Yapay Zeka
YENİ BİR REKLAM VE DİJİTAL MAĞAZACILIK YÖNTEMİ Bu buluş başta alışveriş yapılan market mağaza gibi mekanlarda kasa yanlarına yerleştirilmek üzere her türlü alanda kullanılabilecek yeni bir reklam satma ve pazarlama yöntemi ile ilgilidir. Buluş mağaza içi ve outdoor da akıllı tablet ve kameralı akıllı dijital paneller aracılığı ile reklam yayınlama ve yayınlatmanın yanı sıra mağaza içi ve outdoorda bu tablet ve panelleri merkezi bir sisteme yapay zeka sistemleri ile bağlı birer dijital programatik elektronik satış pazarı haline getirme ile ilgilidir. ,Yapay Zeka
BİR VARDİYA DEĞİŞİKLİK SİSTEMİ Bu buluş vardiyalı çalışma yapısı bulunan kurumlarda vardiya değişikliğinin düzenlenmesini yapay zeka kullanarak gerçekleştiren bir vardiya değişiklik sistemi (1) ile ilgilidir. Buluş konusu sistem (1) kullanıcının değiştirmek istediği vardiyayı ve gününü uygulama ve/veya web arayüzü ve/veya SMS ile oluşturup iletmesini sağlayan bilgisayar cep telefonu ve bunun gibi türden akıllı cihaz (2) üzerinde çalışan yapay zeka algoritması sayesinde eşleştirme işlemi yaparak kullanıcının istediği vardiya değişikliğine uygun olan diğer kullanıcıyı bulan eşleştirdiği kullanıcılar arasında ilgili gün için vardiya değişikliğini yapan veyapmış olduğu vardiya değişikliğini kullanıcıların akıllı cihazlarına (2) ileten ERP birimi (3) içermektedir. ,Yapay Zeka
Kameralı doğaltaş seleksiyon makinası Buluş el ve göz ile manuel yapılan mermer vb. doğaltaş seleksiyon işlemini otomatikleştiren taşların kalınlık en ve boy ölçümünü otomatik yapan oluşturulmuş yapay ışık ortamında kamera ile taşı fotoğraflayıp bir yapay zeka işlemcisi ile taşları renk gözenek çatlak kalite vb. durumlarına göre değerlendiren değerlendiği taşlara ayırdığı kalite gurubunun ve diğer bilgileri taş üzerine barkod olarak basan ve çıkışındaki seleksiyon bandında önceden tanımlanmış çıkışlara yönlendirerek işlemin tamamen otomatik işlemesini sağlayan kameralı doğaltaş seleksiyon makinası (1) olup taşın yıkandığı hava üflenerek temizlendiği ve silindiği hazırlık bölümü (2) en boy kalınlık olarak ölçülmesini ve fotoğraflanarak yapay zeka ile taş yüzeyinin değerlendirilmesini sağlayan değerlendirme bölümü (3) ölçü ve fotoğraf bilgilerine göre kontrol ünitesi sayesinde kalite gruplarına ayrılmış taşların üzerine barkod yapıştırılması ve seleksiyonunu sağlayan ayırma bölümünden (4) meydana gelir. ,Yapay Zeka
BENZİN İSTASYONLARINDAKİ NOZULLARINDA YAPAY ZEKA İLE MİKTAR ÖLÇÜM SİSTEMİ Bu buluşun amacı benzin istasyonlarındaki yakıt dolum miktarlarının kontrolünün insan müdahalesi gerektirmeyecek şekilde bilinçli-bilinçsiz hataları yok ederek yapay zekalı bir sistem tarafından yapılmasıdır. ,Yapay Zeka
SANAL ASİSTAN Buluş müşteri hizmetleri kapsamında daha hızlı ve etkin müşteri soru görüş ve isteklerini karşılamak üzere tasarlanmış yapay zeka altyapısıyla tasarlanan konuşmaların içeriğini tespit eden anlam çıkartabilen kapsam ve bağlama göre cevap üretebilen hafıza özellikleri güçlü uçtan uca diyalog sistemine sahip bir sanal asistan sistem ve yöntemi ile ilgilidir. ,Yapay Zeka
İNSAN KAYNAKLARI İŞE ALIM VE İŞ BAŞVURU KABİNİ Bu buluş iş arayan kişilerin içerisine girerek tembelliği ve yanlış yazımları engellemek için yapay zeka bünyesinde kabin (1) içerisinde yer alan mikrofon (5) hoparlör (4) kamera (6) aygıtları ile insan kaynakları tarafından istenen kişi bilgileri temin edilmesini sağlayan ve alınan verilerin insan kaynakları birimini iletilmesini sağlayan bir insan kaynakları işe alım ve iş başvuru kabini (1) ile ilgilidir. İnsan kaynakları işe alım ve iş başvuru kabini (1) vasıtasıyla insan kaynakları birimi tarafından iş arayan kişilerden istenen bilgilerin kişiler tarafından yanlış yazımları ve yazma tembelliğinden ötürü kaynaklanacak bilgi eksikliğinin önüne geçilmesi ile birlikte iş arayan kişilerin kişisel bilgileri ve görselleri insan kaynakları birimine aktarılarak insan kaynakları biriminin eleman seçim işlemlerinde ergonomi getirilmektedir. ,Yapay Zeka
BİR ENTEGRATÖR SİSTEMİ Buluş kurumsal şirketler veya kişilerin kullanımına yönelik her türlü mal veya hizmetin talep ve tedarikine yönelik çözümler sunan herhangi bir mal veya hizmete ihtiyaç duyan kişi veya kurumları kapsayan talep açanlar (10) ile herhangi bir mal veya hizmeti tedarik eden kişi ve firmaları temsil eden teklif verenleri (40) ortak bir noktada buluşturan bir entegratör sistemi (1) çalışma yöntemi olup özelliği mal ve hizmet tedariki sağlayan kişi ve firmaları kapsayan teklif verenlerin (40) sistem üye olarak tedarik ettikleri mal veya hizmet listesini entegratör sistem (1) sunucusu (30) içerisindeki depolama alanına (database) girmesi mal veya hizmete ihtiyaç duyan kişi veya kurumları kapsayan talep açanlar (10) anahtar kelimeler üzerinden talep ettikleri mal ve hizmeti sisteme girmesi talep açanların (10) entegratör sistemine (1) girdikleri mal ve hizmete yönelik anahtar kelimelerin sunucu (30) içerisindeki yapay zeka algoritmaları ile ayıklanarak ilgili mal veya hizmeti tedarik eden bütün teklif verenlere (40) anlık olarak bildirim yapılması bildirim sonrası teklif verenlerin (40) talep açana (10) talep açan (10) tarafından belirlenen süreler içerisinde teklif yapması teklif verenlerin (40) bildirim sonrası yaptığı teklifler arasındaki optimum tekliflerin talep açanın (10) ekranında sıralanması ile karakterize edilmesidir. ,Yapay Zeka
ÖNGÖRÜ İMKANI SUNAN GİYİM ALIŞVERİŞ SİSTEMİ Bu buluş çevrimiçi alışveriş giyim sektöründe yapay zeka yardımıyla kişisel 3D ( 3 boyutlu) modelleme ile kişinin öngörülü şekilde alışveriş yapabilmesini sağlamak amacıyla geliştirilen alışveriş sistemi ile ilgilidir. ,Yapay Zeka
BEYİN CERRAHİSİ AMELİYATLARINDA KAFATASINA UYGUN DELİK NOKTALARININ BELİRLENMESİNİ SAĞLAYAN BİR YAPAY ZEKA TEMELLİ SİSTEM Buluş beyin cerrahisi ameliyatlarında ventrikülostomi şant ve kranyotomi işlemlerinde uygun burr-hole noktasının (kafatasına delik açılma noktalarının) belirlenmesini sağlayan bir yapay zeka temelli sistem ile ilgilidir. (Şekil 1),Yapay Zeka
BİR FUTBOL SİMÜLASYON UYGULAMASI Bu buluş teknik direktör ve yardımcıları tarafından kullanılmak üzere geliştirilmiş yapay zeka kullanarak futbol müsabakalarında en az hata ile karşılaşmaları kazandırmayı amaçlayan bir futbol simülasyon uygulaması ile ilgilidir. ,Yapay Zeka
BİR ANOMALİ DERECELENDİRME SİSTEMİ Bu buluş kaynak sistemlerden toplanan verilerin zaman içerisinde sıralanmış ölçümlerinin bir kümesini temsil eden zaman serilerinde tespit edilen anomalilerin yapay zeka algoritmaları ile analiz edilip alarm teşkil edecek durumların belirlenmesi sonucunda bu alarm durumlarının derecelendirilmesini sağlamak amacıyla geliştirilen bir sistem (1) ile ilgilidir. ,Yapay Zeka
OTOMAT ÖDEME VE UZAKTAN YÖNETİM SİSTEMİ Buluş otomat yöneticilerinin otomat makinalarını (16) uzaktan takip edebildiği satış stok ve arıza bilgilerine erişebildiği otomatlarını gruplayabildiği grup lokasyon veya otomat bazlı rapor alabildiği otomatlardaki ödeme dağılımlarını takip edebildiği saha personelini yönetebildiği 3. parti yazılımlar ile senkron çalıştırabildiği deposundaki ürün adetlerini görebildiği müşteri alışkanlıklarını takip edebildiği uzaktan otomatlara bakiye yükleyebildiği otomatlardaki takılı olan bozuk ve kağıt para ünitelerinin marka model ayarlar gibi verilerine erişebildiği otomat içindeki bozuk para ve kağıt para adet ve miktarlarını takip edebildiği personel kartlarına bakiye yükleyebildiği pazarlama stratejileri geliştirebildiği saha personelinin sorumlu olduğu otomatları uzaktan takip edebildiği anlık stok satış arıza bozuk ve kağıt para tüplerinin doluluk oranlarını takip edebildiği sistem tarafından otomat dolum planının oluşturulduğu otomatların raf düzeni ve dolum yapabildiği fiyatlarını sistem üzerinden değiştirebildiği müşterilerin otomatlardan gelen periyodik sinyallere göre otomatın ara yüzüne ürün stok ve fiyat bilgilerine erişebildiği ürün görselleri ve kampanya bilgilerine erişebildiği online ödeme yöntemleriyle ürün satın alabildiği otomatın kare kodunu okutarak içindeki ürün stok ve fiyat bilgilerine erişebildiği ve online ödeme yöntemleriyle ürün satın alabildiği grafik oled ekran (1) müşteri uygulama (2) kare kod okuyucu (3) kamera (4) bluetooth sensör (5) pos cihazı (6) uzaktan takip birimi (7) personel uygulaması (8) uzaktan takip uygulaması (9) yüksek çözünürlüklü ekran (10) sunucu (11) yapay zeka (12) web servis (13) MDB Dönüştürücü (14) MDB Haberleşme Protokolü (15) otomat makinası (16) internet (17) veri depolama hafızası (18) kablolu ağ bağlantısı (19) mobil internet modülü (20) kablosuz ağ bağlantısı (21) DEX Haberleşme Protokolü (22) otomat makinası kontrol kartı (23) EVA Protokolü (24) tuş takımı (25) manyetik kart okuyucu (26) çipli kart okuyucu (27) ve temassız kart okuyucu (28) kısımlarını içeren otomat ödeme ve uzaktan yönetim sistemidir. ,Yapay Zeka
ACİL DURUM SİNYALİZASYONU (ADUS) Acil durum sistemi sinyalizasyonu (ADUS) herhangi bir kişinin alışveriş merkezi hastane otogar havaalanı otel okul işyeri vs. gibi sosyal yaşam alanlarda acil sağlık sorunu olumsuz bir olay (yangın kavga güvenlik olayları) yaşaması veya engelli bireylerin yardım istemesi durumunda mobil cihazlara yüklenecek bir program ve kapalı alan koordinat belirleme sistemiyle mobil cihazların haberleşmesi aracılığıyla müdahale edecek ekibe bilgi vermesi ve yapay zeka uygulamaları ile ekibin en kısa yoldan vakit kaybetmeden ihbarın yapanın konumuna giderek müdahale etmesi esasına dayanmaktadır. ,Yapay Zeka
BİR REKLAM SKORLAMA SİSTEMİ Bu buluş görsel içeriklerde kullanılan ürün yerleştirme türündeki reklamların başarısının ve seyircinin ilgisini ne seviyede çektiğinin yapay zeka tabanlı olarak ölçülmesini ve değerlendirilmesini sağlayan bir sistem (1) ile ilgilidir. ,Yapay Zeka
Hastalara Sepsis Tanısının Konulmasını Sağlayan Bir Sistem ve Yöntem Bu buluş yoğun bakım veya diğer servislerde yatmakta olan hastaların verilerinin dijitalleştirilmesini sağlayan hastalara sepsis tanısının konulmasını hastaların sepsis aşamalarının teşhis veya tahmin edilmesini ve hastaların sistemik enflamasyonunun teşhis edilmesini sağlayan ve yapmış olduğu işlemleri yapay zeka / makine öğrenmesi algoritmaları vasıtasıyla gerçekleştiren bir sistem (1) ve yöntem (1000) ile ilgilidir. ,Yapay Zeka
Afiş ve ilanlar için optik karakter tanıma sistemi ve yöntemi Afiş ve ilanlar için optik karakter tanıma sistemi olup özelliği Üzerinde hesap oluşturulup afiş veya ilanların fotoğrafların çekilip kaydedilmesini sağlayan mobil uygulama (1) Mobil uygulama (1) tarafından kaydedilen fotoğraflara optik karakter tanıma uygulanmasını sağlayan Yapay zeka veya herhangi bir sınıflandırma algoritması yardımıyla ilgili afiş veya ilanları sınıflandıran Afiş veya ilandaki telefon numaralarını rehbere eklenmesini takvime ekleyip/katılım durumunu işaretlenmesini Haritada görüntülenmesini ve harita üzerinde konuma göre arama gerçekleştirilmesini Yakında veya belirli bir bölgede etkinlik türü veya ilan türü seçerek arama gerçekleştirilmesini ilanların paylaşılmasını sağlayan merkezi uygulama (2) içermesidir. (Şekil 1),Yapay Zeka
ÜRÜN ETÜD VE İZLEME SİSTEMİ Buluş tarım alanında olmak üzere bir ürün etüd ve izleme sistemi olup en genel haliyle bir başvuru modülü (1) bir karar verme modülü (2) bir değerlendirme modülü (3) bir yapay zeka modülü (4) bir strateji modülü (5) bir sıralama modülü bir onay modülü (6) ve bir kullanıcı arayüzü içermektedir. Buna ek olarak buluş kullanıcının sistemde girdiği bilgilere göre bir yapay zeka aracılığıyla etkenleri (7) değerlendiren ve stratejik ürün verileriyle birleştirerek puanlayan bir çalışma yöntemi sunmaktadır. ,Yapay Zeka
VARLIK ALACAK YÖNETİMİ TAHSİLAT YÖNETİMİ İŞ YÖNETİMİ KARAR DESTEK VE SKORLAMA SİSTEMİ Buluş varlık yönetim şirketlerinde kredilerin tahsilatında performans artırılmasına yönelik teknoloji geliştirilmesi amacıyla geliştirilen bir sistem ile ilgilidir. Buluş tahsilatı gecikmiş alacakların tahsiline yönelik faaliyet gösteren başta varlık yönetim şirketleri olmak üzere alacaklarını tahsil etmeye çalışan tüm sektör ve kuruluşlara yönelik yapay zeka ve makine öğrenmesi esaslı bir sistem oluşturmaktır. ,Yapay Zeka
Kanun Karar Destek Sistemi Simülatörü Buluş dünya ülkelerinin bazılarının yazılı bir anayasasının ve hukuk sisteminde idare kanunu olmaması (Örneğin:Türkiye Cumhuriyeti yasalarında idare kanunu bulunmamakta) nedeniyle ortaya çıkan hukuk alanındaki teknik problemin çözüm yöntemini içermektedir. Buluşun hedefi yazılı kanunları olmayan ve idare kanunu kabul etmemiş ülkelerde yazılı olarak kabul edilmemiş kanunlar çerçevesinde gerçekleşecek kararlara veya idare kanunu kapsamında yapılacak başvurulara hızlı cevap vermek zaman ve para kaybını önlemek yönetmelik ve yargıtay içtihat karalarına ulaşarak başvuru yollarını olabilecek olası karaları bilgisayar ekranına düşürecek itiraz yolları alternatiflerini sunacak ve diğer web tabanlı hukuk sistemleri ile koordineli çalışabilecek şekilde hizmet verecek web ve bilgisayar tabanlı Web 3. 0 (yapay zeka) ve üstü teknolojisine sahip simülatör geliştirmektir. ,Yapay Zeka
SPOR MÜSABAKALARINDA KULLANILAN YAPAY ZEKA ÖZELLİĞİNE SAHİP BİR DESTEK ELEMANI Bu buluş voleybol basketbol futbol ve benzeri spor müsabakarında yerel olarak veya ulusal ve uluslararası spor federasyonlarında bulunan spor müsabakalarında kullanılan yapay zeka özelliğine sahip bir destek elemanı ile ilgilidir. Buluş server üzerinden spor sahaları (1) ile bağlantılı olan video hakem uygulaması görüntülerini analiz ederek pozisyonları analiz eden ve analiz sonucunu video hakem uygulamasına (var sistemine) ve hakemlerin bileğine takılı olan elektronik hakem bilekliğine (4) göndererek elektronik hakem bilekliğinde (4) bulunan ekran (5) ile pozisyonları değerlendirerek daha kolay şekilde yapılmasını sağlamaktadır. ,Yapay Zeka
GÜNEŞ ENERJİLİ YENİ NESİL AKILLI PİRAMİT SERA (GEYAPS) Bu buluş tek seradan aynı anda iki farklı ürün elde edilmesi amacıyla çok katlı olarak yapılan alternatif enerji kaynakları ile çalışan yapay zekaya sahip piramit şeklindeki sera ve bu serada topraksız tarım uygulaması yöntemiyle ilgilidir. ,Yapay Zeka
SÜREKLİ DENETİM İZLEME VE RAPORLAMA SİSTEMİ Buluşa konu sistem yapay zeka ile makine öğrenimi sağlayan ve makine öğrenme algoritmaları ile büyük veri kümelerinin içindeki verileri anlamlandıran ve ilişkilendiren ve veri güvenliğini blockchain ile sağlayan bir sistem olup en genel haliyle veri kalitesi modülü (5) kural motoru modülü (6) (rule engine) karar destek modülü (7) ve veri ambarı modülü (8) olmak üzere dört ana modül içermektedir. Sisteme girdiler her türlü iç veri kaynakları (3) ve/veya dış veri kaynakları (2) ile sağlanmakta ve çıktılar (24) izleme ekranları (25) ve/veya denetim ekranlarında (26) görüntülenmektedir. Ayrıca söz konusu sistem sesli komut ve sesli yanıt mekanizması içermektedir. ,Yapay Zeka
Otonom ve yarı otonom araçlar için bir kablosuz şarj sistemi ve yöntemi Bu buluş kullandığı yapay zeka sayesinde şarj platformalarının (2) koordinatlarını GPS (Global Positioning System ? Global Konum Belirleme Sistemi) verileri üzerinden alan şarj platformunun (2) müsaitlik durumunu öğrenen ve otonom ve yarı otonom araçların (A) şarj platformunun (2) üzerine konarak şarj edilmesini sağlayan bir sistem (1) ve yöntem (100) ile ilgilidir. Şarj platformunun (2) üzerindeki ışıklar vasıtasıyla şarj platformunun (2) müsaitliği hata veya hazır durumları gözlemlenebilir. ,Yapay Zeka
YAPAY ZEKA YAZILIMI YÜKLÜ DRONE İLE SENSÖR VE KAMERA DESTEKLİ GÜVENLİK SİSTEMİ Bu buluş güvenlik sistemlerinde en az 1 kamera ve en az 1 hareket sensörü ile yapay zeka yazılımı sayesinde sanal bir güvenlik bölgesi oluşturarak bu bölgeye girecek kişi yüzlerini tanıtmak günün farklı saatlerinde belirlenecek olan farklı saatlerde güvenli bölge içerisine girecek tanımlanmamış kişileri içerisine en az bir işlemci kartı monte edilmiş ve bu karta yapay zeka yazılımı yüklenmiş en az 1 drone ile tanımlanmamış kişilere drone üzerine monte edilmiş en az 1 drone kamerası sayesinde odaklanarak havadan takibini yapmak ve görüntüleri ile konumlarını gps sayesinde ilgili yazılım ile korunacak bölge sahibine ve güvenlik birimlerine anlık olarak veri göndermesi ile ilgilidir. ,Yapay Zeka
BİR AÇIK ARTIRMA SİSTEMİ Bu buluş katılımcıların açık artırmaya sunmak istedikleri ürünlerin ve bu ürünlere ait bilgilerin kullanıcıların sanal para hesapları (BA) ile ilişkili bir blok zincir ağında (4) tutulduğu yapay zeka teknolojisinin bir kolu olan öneri motoru algoritması tekniği ile kullanıcıların alışkanlıkları ve daha önce katıldıkları açık artırmalar izlenerek ilgilenebilecekleri bir açık artırma olduğunda bildirim gönderildiği açık artırma sonunda gönderilmeyen veya sorun olan ürünler olduğu durumlarda alıcı kişinin onayı alınana kadar satıcılara aktarılan sanal paraların bloke edilebildiği sanal para ile ödeme yapılabilen ve sanal paranın döviz karşısındaki değerinin anlık olarak güncellendiği bir açık artırma sistemi (1) ile ilgilidir. ,Yapay Zeka
Bilgisayar Oyunlarında Oyun Kullanıcılarını Aynı Ortamda Buluşturan Sistem Ve Yöntem Bilgisayar oyunlarında oyun kullanıcılarını aynı ortamda buluşmasını ve etkileşime girmesini sağlayan sistem olup özelliği Hazırlık maçı yapacak olan takımların kendilerini ve oyuncularını tanımlamak üzere bilgilerini girmesini Oyun kullanıcılarının ve takım yetkililerinin antrenman maçı yapmak istedikleri gün ve saatleri girmesini Oyun kullanıcılarının ve takım yetkililerinin antrenman saatlerini görebilmelerini ve arzu ettikleri saatlerde istedikleri takımla karşılaşma ayarlayabilmelerini sağlayan kullanıcı arayüzü (40) içeren uygulamaya sahip mobil istemci (10) web istemci (20) ve/veya masaüstü istemci (30) Kullanıcı arayüzü (40) üzerinden girilen verilerin kaydedildiği veritabanı (50) Veritabanında (50) yer alan karşılaşma başarı eşleşme ve izleme verilerine göre kullanıcı arayüzünden (40) takım ve oyuncu önerileri gerçekleştirilmesini sağlayan makine öğrenmesi ve yapay zeka birimi (60) içermesidir. ,Yapay Zeka
BÜYÜKBAŞ HAYVANLAR İÇİN ELEKTRONİK TOPALLIK SKORLAMA SİSTEMİ Bu buluş büyükbaş hayvan yetiştiriciliğinde topallığın erken tespit edilmesi için yapay zeka destekli olarak geliştirilmiş büyükbaş hayvanlar için elektronik topallık skorlama sistemi ile ilgili olup özelliği hayvanların ayak bileklerine bağlanan kablosuz algılayıcı ve verici donanımı ile adım yayının ölçülmesi (1) elde edilen verilerin kablosuz ağ üzerinden bilgisayara aktarılması (2) uzman desteği ile skorlanmış veriler üzerinden öğrenme yapılarak tasarlanmış yapay zeka algoritmasının kullanılması (3) yeni ölçüm verileri üzerinden topallık skorlamasının yapılması (4) ve elde edilen sonuçların internet ve mobil platformlar üzerinden yetkililerin bilgilendirilmesi (5) işlem basamaklarından meydana gelmesidir. ,Yapay Zeka
İNTERAKTİF YAPAY ZEKA KONTROLLÜ EĞİTİM SİSTEMİ Buluş interaktif yapay zeka kontrollü eğitim sistemi olup özelliği otizm dikkat eksikliği hiperaktivite bozukluğu gelişim geriliği yada normal gelişimde özel destek isteyen psikolojik ve nörolojik problemli çocukların eğitimine destek amaçlı olarak yapay zeka ile çocukların konuşma ve hareketlerinin tespitine dayanarak çizgi film karakterlerinin kendilerine verilen senaryolar üzerinden işlem yapmasına olanak sağlayan çizgi film karakteri(1) iskelet(2) model(3) çocuk(4) yapay zeka(5) senaryo(6) konuşma tespiti(7) hareketlerin tespitine(8) ve mikrofon kamera ve hoparlörü bulunan iletişimin sağlandığı bilgisayar tablet telefon vb. aygıta(9) sahip olmasıdır. ,Yapay Zeka
YAPAY ZEKA TABANLI ATM SAHTECİLİK ÖNLEME SİSTEMİ Bu buluş bir sunucu yazılımından oluşan ve bankaların ATM?lerinde yaşanabilecek güvenlik risklerini en aza indirmeyi amaçlayan yapay zeka tabanlı ATM sahtecilik önleme sistemi ile ilgilidir. ,Yapay Zeka
BÜYÜKBAŞ HAYVANLAR İÇİN BASINCA DUYARLI OTOMATİK TOPALLIK TESPİT SİSTEMİ Bu buluş büyükbaş hayvan yetiştiriciliğinde topallığın erken tespit edilmesi için geliştirilmiş büyükbaş hayvanlar için basınca duyarlı otomatik topallık tespit sistemi ile ilgili olup özelliği bağımsız platformların (2) yüzeye uygulanan ağırlığı algılaması (4) ağırlık algılayıcıların (1) bağlı bulundukları bağımsız platformlara (2) düşen ağırlığın elektrik sinyaline dönüştürülmesi (5) veri toplayıcı ve sinyal dönüştürücü kontrol donanımı ile ağırlık algılayıcılarından (4) gelen sinyal verilerinin toplanması (6) toplanan verilerin bilgisayar ortamına aktarılması (7) bilgisayar ortamına aktarılan verilerin işlenerek yapay zeka algoritması tarafından topallık skorlamasının oluşturulması (8) yapılan skorlama sonucunda topallık durumunun tespit edilmesi (9) bilgisayar ekranında kullanıcıya skorlama sonucunun gösterilmesi (10) verilerin veritabanı kayıt sistemine kaydedilmesi (11) yapay zeka algoritması tarafından topallık değerinin yüksek olarak saptandığı durumlarda daha önceden belirlenmiş yetkililere SMS veya e-mail veya push-notification metodları ile bilgilendirme yapılması (12) ve kayıtların veritabanı kayıt sistemine kaydedilmesi (11) sonucu yerel ağ veya internet üzerinden tablet veya akıllı telefon kullanılarak mobil uygulama üzerinden kayıtlara erişilmesi (13) işlem basamaklarından meydana gelmesidir. ,Yapay Zeka
