name,category
Görüntüleme sensörleri için düşük güç tüketen CMOS hafıza entegre devresi,Görüntü İşleme
Taşınabilir konfokal mikroskop sistemi için görüntü üretilmesi ve kanserli doku tespiti algoritmaları,Görüntü İşleme
Geometrik öznitelikler kullanarak el görüntülerinin sınıflandırılması,Görüntü İşleme
Serbest şekilli nesnelerin otomatik tolerans incelemesi,Görüntü İşleme
Histopatolojik görüntülerin analizi ve işlenmesi,Görüntü İşleme
Karaciğer damar bölütleme üzerine bir çalışma,Görüntü İşleme
Doğal taşların nicel ve nitel özelliklerinin sinyal ve görüntü işleme teknikleri kullanılarak belirlenmesi,Görüntü İşleme
Yarı-sanal 2.5 eksenli çizici,Görüntü İşleme
Görüntüde kırpma ve doygunluk düzeltme,Görüntü İşleme
İnsansız Hava Araçlarından (İHA) alinan görüntülerde hedef takip yöntemlerinin uygulanmasi,Görüntü İşleme
UZUN KISA SÜRE BELLEKLİ ÖĞRENME VE EVRİŞİMLİ SİNİR AĞLARI YÖNTEMLERİ İLE SÜRÜCÜ PROFİLLEME,Görüntü İşleme
El hareketleri için bir veri toplama sistemi tasarımı,Görüntü İşleme
GPR'de altuzay karmaşası giderme teknikleri,Görüntü İşleme
LBP nLBP ve αLBP algoritmaları kullanılarak yüz tanıma,Görüntü İşleme
Büyük ölçekli bir SIMD mimarisi üzerinde çekirdek sinyal işleme fonksiyonlarının performanslarının iyileştirilmesi,Görüntü İşleme
Bakış-noktası izleyicili interaktif geniş görüş-açılı ikili-odak-düzlemli artırılmış gerçeklik ekranı,Görüntü İşleme
Yer altı görntüleme radarlarında su tespiti için sinyal işleme metotları,Görüntü İşleme
Makine ile öğrenme yöntemleriyle trafik işareti tanıma,Görüntü İşleme
Video tabanlı rulman final kontrolü,Görüntü İşleme
VGA çözünürlüklü kızılötesi kamera için gerçek zamanlı FPGA yazılımı,Görüntü İşleme
Verimli enerjili Hadamard sinir ağları ile görüntü sınıflandırması,Görüntü İşleme
Düz çizgi takibi için görsel geri beslemeli otonom tekerlekli sandalye kontrolü üzerine bir simulasyon çalışması,Görüntü İşleme
Optimize edilmiş indirgeme devresi ile görüntü birleştirme donanım gerçeklemesi,Görüntü İşleme
Kişi tanıma için SSIM PSNR ve SNR tabanlı bır web görüntü erişim sistemi,Görüntü İşleme
Yansımalı yüzeylerde otomatik görüntü işleme temelli çizik tespit sistemi,Görüntü İşleme
Arm tabanlı mikrodenetleyici ile para sayma makinesinin geliştirilmesi,Görüntü İşleme
Mesane karsinomunun bilgisayar temelli derecelendirilmesi,Görüntü İşleme
Investigation of the relationship between cholesterol level and sodium ring in iris,Görüntü İşleme
Online oylama için RBF'de SVM temelli SIFT ve SURF kullanarak imza tanıması,Görüntü İşleme
Hibrit modellerini kullanarak iris algılama,Görüntü İşleme
Görsel veriler kullanarak hareketli robotlar için bir rota planlama sisteminin geliştirilmesi,Görüntü İşleme
İnsan hareketlerinin radar mikro-doppler imzaları ve gizli markov modelleri ile sınıflandırılması,Görüntü İşleme
Linux televizyonlarda süper çözünürlük,Görüntü İşleme
Biyopsi iğnelerinin gabor filtresi kullanılarak 2B ultrason görüntülerinde lokalize edilmesi,Görüntü İşleme
Kavşaklarda otomatik araç tespiti ve kapanma işleme,Görüntü İşleme
Görüntü işleme ile uykulu sürücü tespiti,Görüntü İşleme
Kalıte kontrol ve paletleme uygulamaları ıçın fpga tabanlı görüntü ışleme sıstemı sımülasyonu,Görüntü İşleme
Hareketli araçların sınıflandırılması,Görüntü İşleme
Görüntü işleme teknikleri ile kumaş dokuma hatalarının tespiti,Görüntü İşleme
Görüntü işleme tekniklerı kullanarak deri kanseri tespit edilmesi,Görüntü İşleme
Matlab ortamında el işareti tanımlamalı robot kol kontrolcüsü geliştirme,Görüntü İşleme
Ameliyat robotları için yazılım iskeleti tasarlama,Görüntü İşleme
Sahada programlanabilir kapı dizileri tabanlı ileri görüntü iyileştirme algoritmaları,Görüntü İşleme
ABONE ŞEBEKE HAREKETLERİNİ İZLEME SİSTEMİ,Haberleşme ve Sinyalleşme
BİR VERİ İZLEME SİSTEMİ,Haberleşme ve Sinyalleşme
MOBİL CİHAZLARIN ARIZALARINA YÖNELİK BİR SİSTEM,Haberleşme ve Sinyalleşme
PON erişim sistemli ağlarda şartlı durum lokalizasyonu sistemi ve yöntemi,Haberleşme ve Sinyalleşme
YEREL ŞEBEKEYE İLETİLEN SAHTE SİNYALLEŞME MESAJLARININ TESPİT EDİLMESİNİ SAĞLAYAN BİR SİSTEM,Haberleşme ve Sinyalleşme
YURTDIŞINDA TEMEL İHTİYAÇLARA ÇÖZÜM ÖNERİ SİSTEMİ VE YÖNTEMİ,Haberleşme ve Sinyalleşme
KESİNTİSİZ HABERLEŞME SİSTEMİ,Haberleşme ve Sinyalleşme
ARAÇLAR İÇİN KONUM BAZLI KİLİT SİSTEMİ,Haberleşme ve Sinyalleşme
SMLC sunucudan eCID yöntemiyle periyodik sorgu yapılan kullanıcının eNB tarafından RRC bağının kullanıcı hareketsizliği nedeni ile koparılmaması,Haberleşme ve Sinyalleşme
BİR SESLİ ÇAĞRI SİSTEMİ VE YÖNTEMİ,Haberleşme ve Sinyalleşme
AFET BÖLGESİNDEKİ KİŞİLERLE İLETİŞİM KURULMASINI SAĞLAYAN BİR SİSTEM,Haberleşme ve Sinyalleşme
Merkezi VOIP Santral Yönetimindeki SIP PBX'lerde Çağrı Trafiği Altında bir Kapasite Değişim Sistemi ve Yöntemi,Haberleşme ve Sinyalleşme
DAĞINIK AĞ ADAPTÖRÜ İLE MERKEZİ OLMAYAN WEBRTC SİNYALLEŞMESİ SİSTEMİ VE YÖNTEMİ,Haberleşme ve Sinyalleşme
SIP PBX Çağrı Yönlendirmelerinde Arayan Numara Bilgisinin Çağrı Denetiminden Etkilenmemesini Sağlayan Bir Sistem ve Yöntem,Haberleşme ve Sinyalleşme
MOBİL UYGULAMALARDA BİLDİRİM GÖNDERMEK İÇİN EN UYGUN ZAMANIN BELİRLENMESİNİ SAĞLAYAN BİR SİSTEM,Haberleşme ve Sinyalleşme
KATILIMCILARIN VİDEO KONFERANSA KATILIM VE KONFERANSTAN AYRILMA BİLGİLERİNİ SIP İSTEMCİLERİNE İLETEN BİR YÖNTEM,Haberleşme ve Sinyalleşme
SERVİS KESİNTİLERİNİ ÖNCEDEN TAHMİN EDEN BİR SİSTEM VE YÖNTEM,Haberleşme ve Sinyalleşme
Bir ana kart devresi,Haberleşme ve Sinyalleşme
DSL ALTYAPI İYİLEŞTİRME YÖNTEMİ,Haberleşme ve Sinyalleşme
Portların Kısıtlandırıldığı Ağlarda Video Konferanslara Daha Hızlı Girilmesini Sağlayan Sistem ve Yöntem,Haberleşme ve Sinyalleşme
Bir ana kart devresi.,Haberleşme ve Sinyalleşme
SIP TELEFON SİSTEMLERİ İÇİN UYGULAMA PROGRAMI ARAYÜZÜ SAĞLAYAN OTURUM IZLEME ARAYAN KİMLİĞİ BİLGİSİ ALMA VE GÖRÜŞME KAYDETME CİHAZI,Haberleşme ve Sinyalleşme
Bir ana kart devresi.,Haberleşme ve Sinyalleşme
SIP PBX LOKAL SANTRALLERİNDE OLUŞAN HATALARIN DENETLENMESİ VE DÜZELTİLMESİNİ SAĞLAYAN SİSTEM VE YÖNTEM,Haberleşme ve Sinyalleşme
NLRP3 modülatörleri olarak sübstitüe imidazo-kinolinler,Haberleşme ve Sinyalleşme
Yarı kalıcı CSI-RS'nin güvenilir dinamik bildirimi için sistemler ve usuller.,Haberleşme ve Sinyalleşme
Bağımsız Video Konferans Sistemleri ile SIP Sunucuları Arasında Durum Bilgisi Senkronizasyonu Sağlayan Bir Yöntem,Haberleşme ve Sinyalleşme
BAZ İSTASYONLARININ YETERLİLİK ANALİZİ İÇİN BİR SİSTEM,Haberleşme ve Sinyalleşme
HÜCRE VE BAZ İSTASYONU BAZINDA FİNANSAL DEĞER HESAPLAMASI YAPILMASI İÇİN BİR SİSTEM,Haberleşme ve Sinyalleşme
Yoğun Çağrı Trafiğinde Sp Pbx Lokal Santrallerinin Bağlı Bulunduğu Sıp Pbx Tranktan Ses Kanalı Kapasitesi Müsait Bir Başka Sıp Pbx Trankına Aktarımını Sağlayan Bir Sistem,Haberleşme ve Sinyalleşme
SIP TABANLI KONFERANS SUNUCULARI İÇİN EŞLER ARASI OTURUM YENİLEME YÖNTEMİ,Haberleşme ve Sinyalleşme
KULLANICILARIN ŞEBEKE SİNYALLERİNİN ANALİZİNDEN YOLA ÇIKARAK GÜZERGAH ÜZERİNDEKİ TRAFİK DURUMU HAKKINDA BİLGİ SAĞLANMASINA İLİŞKİN BİR MOBİL HABERLEŞME YÖNTEMİ,Haberleşme ve Sinyalleşme
MOBİL ŞEBEKELERDE ABONE DENEYİMLERİNİN ÖLÇEKLENDİRİLMESİ İÇİN BİR SİSTEM,Haberleşme ve Sinyalleşme
Myostatin inhibitörlerinin kullanımı ve kombinasyon tedavileri.,Haberleşme ve Sinyalleşme
Ayrılmış çağrı kontrolü ve konumlandırıcı kontrolü ile bir iletişim şebekesinin esnekliğini geliştirme yöntemi.,Haberleşme ve Sinyalleşme
Bir ana kart devresi.,Haberleşme ve Sinyalleşme
SİNYAL KARIŞTIRICI CİHAZLARIN KONUMLARININ TESPİT EDİLMESİNİ SAĞLAYAN BİR SİSTEM,Haberleşme ve Sinyalleşme
KONFİGÜRASYON AYARLARINDA SİNYALLEŞME SUNUCUSUNUN YENİDEN BAŞLATILMAYA İHTİYAÇ DUYMASINI ENGELLEYEN BİR SİSTEM,Haberleşme ve Sinyalleşme
Ölçüm kısıtlamalarının konfigürasyonu için usuller ve aygıtlar.,Haberleşme ve Sinyalleşme
SIP sunucularının servis dışı bırakma ataklarına karşı uyarlamalı bir güvenlik duvarı sistemi,Haberleşme ve Sinyalleşme
Tümleşik iletişim sistemleri için geliştirilmiş servis temelli genel amaçlı birleşik webrtc ağ geçidi,Haberleşme ve Sinyalleşme
YOĞUN ÇAĞRI TRAFİĞİNDE SIP PBX İLE İLİŞKİLENDİRİLMİŞ LTID'LERİN ÇAĞRI SUNUCUSU İÇERİSİNDE TRANKLAR ARASI OTOMATİK AKTARIM YÖNTEMİ,Haberleşme ve Sinyalleşme
SIP PBX SANTRALLERİ ARASINDA ÇAĞRI SUNUCU DIŞINDAKİ BİR BİRİM TARAFINDAN OTOMATİZE EDİLMİŞ SES KANALI PAYLAŞIMI YÖNTEMİ İLE ÇAĞRI TRAFİĞİ OPTİMİZASYONU,Haberleşme ve Sinyalleşme
ABONELERİN FARKLI ŞEBEKE TİPLERİNDE GEÇİRDİKLERİ SÜRENİN TESPİT EDİLMESİNİ SAĞLAYAN SİSTEM,Haberleşme ve Sinyalleşme
SIP PBX SANTRALLERİ ARASINDA SES KANALI PAYLAŞIMI YÖNTEMİ İLE ÇAĞRI TRAFİĞİ OPTİMİZASYONU,Haberleşme ve Sinyalleşme
Numara 7 sinyalleşmesi yük dengeleme sistemi,Haberleşme ve Sinyalleşme
MOBİL İLETİŞİM ŞEBEKELERİNDE ÇAĞRI YÖNLENDİRME DOLANDIRICILIĞININ TESPİT EDİLMESİNİ VE ENGELLENMESİNİ SAĞLAYAN BİR SİSTEM VE YÖNTEM,Haberleşme ve Sinyalleşme
WebRTC Tabanlı Uçtan Uca Kriptolu İletişim Yöntemi,Haberleşme ve Sinyalleşme
ABONE HAREKETLERİNİN ANLAMLANDIRILMASINI SAĞLAYAN BİR SİSTEM,Haberleşme ve Sinyalleşme
Sip sunucularının aşırı yüklenmesini önlemek üzere bir yöntem ve sistem,Haberleşme ve Sinyalleşme
Adapte edilebilir çapraz tesis kontrolü ve yönlendirme sistemi ve ilgili yöntemi.,Haberleşme ve Sinyalleşme
Değişken veri hızı kumanda protokolü.,Haberleşme ve Sinyalleşme
Bir SIP Mesajının Kaçıncı Tekrar İletim Olduğunun Tespit Edilmesi İçin Bir Yöntem,Haberleşme ve Sinyalleşme
SIP uygulama sunucusu üzerinde kaynak yönetimi yöntemi,Haberleşme ve Sinyalleşme
Yeni kromon oksim türevi ve bunun metabotropik glutamat reseptörlerinin allosterik modülatörü olarak kullanımı.,Haberleşme ve Sinyalleşme
İkili bağlantı için Uplink sinyalleşmesi.,Haberleşme ve Sinyalleşme
PBX ABONELERİNİN FARKLI FİZİKSEL HATLAR ÜZERİNDEN YEDEK ORTAK KANAL İŞARETLEŞMESİ,Haberleşme ve Sinyalleşme
VOIP SANTRAL İLE AĞ GEÇİTLERİ ARASINDA İKİNCİL AĞ GEÇİDİ IP ADRESİ İÇEREN BİR SİSTEM,Haberleşme ve Sinyalleşme
Kapasite testlerine yönelik bir sanal simulasyon test sistemi,Haberleşme ve Sinyalleşme
Çağrı sonlandırma kodlarının bir PSTN/ISUP çağrı koduna çevrilmeden aynı yol üzerinden iletildiği ve uygun tonun basılmasını sağlayan bir yöntem,Haberleşme ve Sinyalleşme
PBX ABONELERİNİN FARKLI FİZİKSEL HATLAR ÜZERİNDEN ORTAK KANAL İŞARETLEŞMESİ,Haberleşme ve Sinyalleşme
Çağrı Sunucusunda Alan Adı Uygulaması Geliştirme Yöntemi,Haberleşme ve Sinyalleşme
Zamana göre arama sınırlama yöntemi,Haberleşme ve Sinyalleşme
Çoklu gönderim modunda sesli iletilerin yayınlanması için iletişim sistemi.,Haberleşme ve Sinyalleşme
PBX Aboneleri için Merkezi VoIP Santral Yönlendirme Sistemi ve Yöntemi,Haberleşme ve Sinyalleşme
Kamu güvenliği yanıtlama noktasına (public safety answering point(psap)) gelen mobil çağrıları simüle etme yöntemi.,Haberleşme ve Sinyalleşme
İkili bağlantı için uplink sinyalleşmesi.,Haberleşme ve Sinyalleşme
Turn sunucusu üzerinden medya saklama sistemi ve yöntemi,Haberleşme ve Sinyalleşme
SIP protokolünde arayan kimliğinin güncellenmesi için bir yöntem,Haberleşme ve Sinyalleşme
SIP PBX SANTRALLERİ ARASINDA ÇAĞRI SUNUCU İÇİNDE OTOMATİZE EDİLMİŞ SES KANALI PAYLAŞIMI YÖNTEMİ İLE ÇAĞRI TRAFİĞİ OPTİMİZASYONU,Haberleşme ve Sinyalleşme
Sınırlı radyo kapsamada kablosuz aygıtların yönetimi.,Haberleşme ve Sinyalleşme
DÜŞÜK DOZDA NALTREKSON İLE KANSER HÜCRELERİNİN TETİKLENMESİ.,Haberleşme ve Sinyalleşme
FARKLI TİP SIP İSTEMCİLERİNE UYGUN SIP SERVİSİ,Haberleşme ve Sinyalleşme
Anti-cd70 kimerik antijen reseptörleri.,Haberleşme ve Sinyalleşme
TNF AKTİVİTESİ MODÜLATÖRLERİ OLARAK BENZOTRİAZOL TÜREVLERİ,Haberleşme ve Sinyalleşme
Tnf aktivitesi modülatörleri olarak tetrahidroimidazopiridin türevleri.,Haberleşme ve Sinyalleşme
Bir ana kart devresi.,Haberleşme ve Sinyalleşme
Tnf aktivitesinin modülatörleri olarak triazolopiridin türevleri.,Haberleşme ve Sinyalleşme
Kamu güvenliği yanıtlama noktasına (public safety answering point(psap)) gelen mobil çağrıları simüle etme yöntemi.,Haberleşme ve Sinyalleşme
Sokak aydınlatması kontrolü izlenmesi ve veri nakli için sistem ve usul.,Haberleşme ve Sinyalleşme
Bir iletişim hizmeti sağlayıcısının pazar payını tahmin etmek için hatasız bir mekanizma.,Haberleşme ve Sinyalleşme
Alma aparatı alma yöntemi iletim aparatı ve ıp paketleri kullanan bir yayın dalgası üzerinden iletilen hizmetler için iletim yöntemi.,Haberleşme ve Sinyalleşme
SIP istemciler için itme bildirimi yöntemi.,Haberleşme ve Sinyalleşme
SIP PBX aboneleri için gezgin hizmet sağlayan yöntem.,Haberleşme ve Sinyalleşme
IMS ağlarında SIP destekleyen kurumsal ağ çağrı santrallerini (SIP PBX) tanıma yöntemi.,Haberleşme ve Sinyalleşme
Güvenlik duvarı üzerinden medya aktarım yöntemi.,Haberleşme ve Sinyalleşme
Kaplara Yönelik Güvenlik Kapsülü,Haberleşme ve Sinyalleşme
Haberleşme kontrol cihazı iletişim kontrol yöntemi telsiz iletişim cihazı telsiz iletişim yöntemi ve telsiz iletişim sistemi.,Haberleşme ve Sinyalleşme
Özel/profesyonel mobil telsiz (pmr) özelliklerini eşleyen dijital mobil telsiz (dmr) ağları için oturum başlatma protokolü (sıp) uzantısı.,Haberleşme ve Sinyalleşme
SIP mesajında iletilen ağ geçidi üzerinden çağrı kurma yöntemi.,Haberleşme ve Sinyalleşme
Dinamik zaman bölmeli çift yönlü iletim sistemlerinde usuller ve aygıtlar.,Haberleşme ve Sinyalleşme
Bir erişim noktasını ve erişim noktasına tel hattı vasıtasıyla bağlanmış bir tel hattı ağ düğümünü içeren bir iletişim sisteminde iletişimin yönetilmesi için usuller ve aygıtlar.,Haberleşme ve Sinyalleşme
Bir veri akışının iletimi için iki aşamalı sinyalleşme.,Haberleşme ve Sinyalleşme
MOBİL ŞEBEKELERDE KONUM AKTİVİTE VE ABONE VERİSİ ANALİZİ İÇİN BİR SİSTEM,Haberleşme ve Sinyalleşme
TELEKOMÜNİKASYON ŞEBEKELERİNDE GELEN TRAFİĞİ KONTROL ETMEK İÇİN BİR SİSTEM VE YÖNTEM,Haberleşme ve Sinyalleşme
Sırp alfa-fc füzyonları ile cd47+ hastalık hücrelerinin tedavisi.,Haberleşme ve Sinyalleşme
Zaman bölmeli çift yönlü iletim (TDD) sistemlerinde uplink alt çerçevesinin kısaltılması.,Haberleşme ve Sinyalleşme
Haberleşme Sistemi,Haberleşme ve Sinyalleşme
Zaman bölmeli çift yönlü iletim (TDD) sistemlerinde uplink alt çerçevesinin kısaltılması.,Haberleşme ve Sinyalleşme
Hücresel RNA ifadesine yönelik yöntem.,Haberleşme ve Sinyalleşme
Veri işleme cihazı veri işleme yönemi ve program,Haberleşme ve Sinyalleşme
Medya aktarımında kodek uyumunu sağlayan kodek çevrim sistemi.,Haberleşme ve Sinyalleşme
Kablosuz Haberleşme Sistemi Baz İstasyonu Ve Haberleşme Kontrol Yöntemi,Haberleşme ve Sinyalleşme
Ağ parametrelerinin sürümden bağımsız modifikasyonları.,Haberleşme ve Sinyalleşme
Notch yolu sinyalleşme inhibitörü olan bileşik.,Haberleşme ve Sinyalleşme
VLSI CMOS arayüz devreleri için yüksek hızlı sinyal üretimi.,Haberleşme ve Sinyalleşme
Terapötik antikorlar.,Haberleşme ve Sinyalleşme
Nötrleştirici prolaktin reseptör antikor mat3 ve bunun terapötik kullanımı.,Haberleşme ve Sinyalleşme
BİLGİSAYARA DAYALI SİSTEMLERİN BÜTÜNLÜĞÜNÜN İZLENMESİ VE GÜVENLİĞİNİN ARTTIRILMASI İÇİN GÜÇ PARMAK İZİ ALIMININ (PFP) KULLANILMASI,Haberleşme ve Sinyalleşme
Kas onarımı ve yenilenmesine yönelik bileşim ve yöntem.,Haberleşme ve Sinyalleşme
Kayıplı sıkıştırma-kodlama verisine yönelik yöntem ve cihaz.,Haberleşme ve Sinyalleşme
MIMO iletimlerinin ön kodlanmasında kullanım için alt küme kısıtlamaları içeren parametrelerle ifade edilmiş kod çizelgesi.,Haberleşme ve Sinyalleşme
DAĞINIK AĞ ADAPTÖRÜ İLE MERKEZİ OLMAYAN WEBRTC SİNYALLEŞMESİ SİSTEMİ VE YÖNTEMİ,Haberleşme ve Sinyalleşme
SERVİS KESİNTİLERİNİ ÖNCEDEN TAHMİN EDEN BİR SİSTEM VE YÖNTEM,Haberleşme ve Sinyalleşme
TURN SUNUCUSU VE WEBRTC AĞ GEÇİDİ ARASINDA MEDYA AKTARIMINDA AĞ OPTİMİZASYONU SAĞLAYAN BİR SİSTEM VE YÖNTEM,Haberleşme ve Sinyalleşme
WebRTC istemcilerin VoIP ağlarındaki istemcilerle kurdukları çağrılarda servis kalitesi istatistiklerini edinmelerini sağlayan yöntem,Haberleşme ve Sinyalleşme
Geçici yanıt desteğine sahip olmayan tarayıcılarda erken medya özelliği sağlama yöntemi,Haberleşme ve Sinyalleşme
Çağrı iletişim posta ve sosyal ağ sunucularına ilişkin servislerin tümünü bir arada istemciye sunan tümleşik dağıtık sistem,Haberleşme ve Sinyalleşme
Gerçek zamanlı web iletişim protokolü için zafiyet tarama ve tespit mimarisi,Haberleşme ve Sinyalleşme
Tümleşik iletişim sistemleri için geliştirilmiş servis temelli genel amaçlı birleşik webrtc ağ geçidi,Haberleşme ve Sinyalleşme
WebRTC Tabanlı Uçtan Uca Kriptolu İletişim Yöntemi,Haberleşme ve Sinyalleşme
Turn sunucusu üzerinden medya saklama sistemi ve yöntemi,Haberleşme ve Sinyalleşme
WEBRTC UYUMLU CİHAZLAR ARASI MEDYA AKTARIMI İÇİN BİR YÖNTEM,Haberleşme ve Sinyalleşme
MIMO ön kodlaması için bir ön kodlayıcı yapısı.,Haberleşme ve Sinyalleşme
Kanser tedavisinde fitokanabinoidler.,Haberleşme ve Sinyalleşme
Yayın sinyal alıcısı ve yayın sinyal alım yöntemi.,Haberleşme ve Sinyalleşme
Telsiz ağı paylaşma metodu.,Haberleşme ve Sinyalleşme
Transdüse T hücre seçimine yönelik kesik epiderimal büyüme faktörü reseptörü (EGFRt).,Haberleşme ve Sinyalleşme
Bir kablosuz iletişim sisteminde rasgele erişim sinyalleşme için metot ve aparat.,Haberleşme ve Sinyalleşme
Toll benzeri reseptör modülatörleri olarak sübstitüe benzoazepinler.,Haberleşme ve Sinyalleşme
Haberleşme sistemi.,Haberleşme ve Sinyalleşme
VLSI CMOS arayüz devreleri için yüksek hızlı sinyal üretimi.,Haberleşme ve Sinyalleşme
SIP PBX SANTRALLERİ ARASINDA ÇAĞRI SUNUCU DIŞINDAKİ BİR BİRİM TARAFINDAN OTOMATİZE EDİLMİŞ SES KANALI PAYLAŞIMI YÖNTEMİ İLE ÇAĞRI TRAFİĞİ OPTİMİZASYONU,Haberleşme ve Sinyalleşme
Ayrılmış çağrı kontrolü ve konumlandırıcı kontrolü ile bir iletişim şebekesinin esnekliğini geliştirme yöntemi.,Haberleşme ve Sinyalleşme
Haberleşme sistemi.,Haberleşme ve Sinyalleşme
Sesli veya görüntülü mesajların IPTV set üstü kutularında oynatılması için SIP protokolünü kullanan bir yöntem.,Haberleşme ve Sinyalleşme
Paylaşımlı yol kurtarma şeması.,Haberleşme ve Sinyalleşme
Bir IP çoklu ortam alt sistem ağında acil sinyalleşme.,Haberleşme ve Sinyalleşme
Şirketler ve çağrı merkezlerinde müşteri temsilcisinin ses ve ekran kayıtlarının uzaktan erişimle dinlenmesi veya izlenmesi ve değerlendirilmesi sistemi.,Haberleşme ve Sinyalleşme
Çok-hücreli zamanlama bilgisinin iletilmesine yönelik yöntem cihaz ve kullanıcı ekipmanı.,Haberleşme ve Sinyalleşme
Çok sekmeli kablosuz iletişim sistemi ve buradaki röle usulü ve röle istasyonu.,Haberleşme ve Sinyalleşme
Yerel alan için optimize edilmiş uplink kumanda kanalı.,Haberleşme ve Sinyalleşme
Ağ güvenliği için usuller aygıtlar ve ilişkili bilgisayar program ürünü.,Haberleşme ve Sinyalleşme
Hücreler arası bir geçiş dönüştürme ve yönlendirme fonksiyonu sağlamak üzere ağ geçiti.,Haberleşme ve Sinyalleşme
Memeli Bir Konakçı İçerisinde Sinyal Mediyatörü Olarak Ortakçı Bakteriler,Haberleşme ve Sinyalleşme
Bir uç birim tarafından hücre tekrar seçimi için bilgisayar programı ürünü.,Haberleşme ve Sinyalleşme
Bir kanal kalitesi göstergesinin bağımsız transmisyonunu tetiklemek için kontrol kanalı sinyallemesi.,Haberleşme ve Sinyalleşme
Bir seçmeli sip reseptör agonisti için dozlama rejimi.,Haberleşme ve Sinyalleşme
Çok taşıyıcılı sistemlerde çerçeve ve veri örüntü yapısı.,Haberleşme ve Sinyalleşme
SIP PBX SANTRALLERİ ARASINDA ÇAĞRI SUNUCU İÇİNDE OTOMATİZE EDİLMİŞ SES KANALI PAYLAŞIMI YÖNTEMİ İLE ÇAĞRI TRAFİĞİ OPTİMİZASYONU,Haberleşme ve Sinyalleşme
Çok taşıyıcılı sistemlerde çerçeve ve veri örüntü yapısı.,Haberleşme ve Sinyalleşme
Programlama modunun gösterimi için kod noktaları kullanarak kontrol kanalı sinyalleşmesi.,Haberleşme ve Sinyalleşme
SIP-I'de MGW kimliğinin bildirilmesi.,Haberleşme ve Sinyalleşme
Çoklu taşıyıcılı kablosuz ağda bağlantı taşıyıcı seçimi.,Haberleşme ve Sinyalleşme
Çoklu taşıyıcı sistemleri için yeni çerçeve ve sinyalleşme modeli yapısı.,Haberleşme ve Sinyalleşme
Kaynak ve hedef erişim sistemleri arasında aktarıma yönelik yöntem ve aparat.,Haberleşme ve Sinyalleşme
Bir mobil telekomünikasyon sistemindeki yöntemler ve düzenlemeler.,Haberleşme ve Sinyalleşme
Yüksek öncelikli paketler için koruma sağlayan kablosuz yerel ağ cihazları,Haberleşme ve Sinyalleşme
Hizmet sinyalleşme kalitesi.,Haberleşme ve Sinyalleşme
UTRAN HSDPA için gelişmiş L1 kumanda sinyalleşmesi.,Haberleşme ve Sinyalleşme
Terapötik antikorlar,Haberleşme ve Sinyalleşme
Kullanıcı ekipmanı ve yöntemi.,Haberleşme ve Sinyalleşme
Uydu yer bağı verisinin alındı bildirimi için yer uydu bağı tahsisleri.,Haberleşme ve Sinyalleşme
ÇOK-IŞINLI MIMO SİSTEMLERİNDE ETKİN CQI SİNYALLEŞMESİ.,Haberleşme ve Sinyalleşme
SIPl/EDGl Reseptör Agonistleri Olarak Tiyofen Türevleri,Haberleşme ve Sinyalleşme
Uçtan uca paket anahtarlamalı bir bağlantı kurulumu.,Haberleşme ve Sinyalleşme
Farklı iletişim tarafları arasında birlikte çalışma kontrolü.,Haberleşme ve Sinyalleşme
Bir SIP kullanıcı aracısının kimliğinin gizliliğinin korunması için anonim bir yönlendirme tanımlayıcının üretilmesi ve iletilmesi için aygıtlar ve usul.,Haberleşme ve Sinyalleşme
VoIP için sabit HS-DSCH veya E-DCH tahsisi (veya HS-SCCH / E-DCH olmadan E-DPCCH'siz HS-DSCH).,Haberleşme ve Sinyalleşme
Bir hücresel komünikasyon sisteminde programlama yardımcı verileri sinyalleşmesi.,Haberleşme ve Sinyalleşme
Hedhehog sinyalleşmesi sinyal yollarının kinoksalin inhibitörleri.,Haberleşme ve Sinyalleşme
İnsan kanserlerinde PIK3CA geninin mutasyonları.,Haberleşme ve Sinyalleşme
VLSI CMOS arayüz devreleri için yüksek hızlı sinyal üretimi.,Haberleşme ve Sinyalleşme
İnsan kanserlerinde pik3ca geninin mutasyonları.,Haberleşme ve Sinyalleşme
Veri paketlerinin miras alınan ve yeni nesil kablosuz ağlar arasında iletilmesi ve alınması.,Haberleşme ve Sinyalleşme
Havadan taşınan bir kablosuz hücresel şebekenin karasal kablosuz hücresel şebekelerle ve kamu anahtarlamalı telefon şebekesiyle entegre edilmesi için bir sistem.,Haberleşme ve Sinyalleşme
Optik ağda sinyal yönlendirme aparatı ve yöntemi.,Haberleşme ve Sinyalleşme
Sıp protokolü kullanarak olayların aboneliğine yönelik bir yöntem ve bir sistem.,Haberleşme ve Sinyalleşme
l-tipi ca+2 kanallarının beta3 alt biriminin inhibisyonu.,Haberleşme ve Sinyalleşme
AAL2 sinyalleşmesinin başka bir ek sinyalleşmeye geçiş özelliklerinin belirlenmesi.,Haberleşme ve Sinyalleşme
Radyo komünikasyon sistemi.,Haberleşme ve Sinyalleşme
Yarı hızlı kanallarda AMR sinyalleşme çerçevelerini transfer etme yöntemi ve sistemi,Haberleşme ve Sinyalleşme
SIP (oturum başlatma protokolü) mesajlarını kullanarak UMTS (evrensel mobil telekomünikasyon sistemi) doğrulama teknikleri.,Haberleşme ve Sinyalleşme
